-0.933538266997  0.313274253196  0.127347680029
-0.939346897259  0.298323087948  0.120918107632
-0.944872950684  0.283281470829  0.114451864597
-0.950114791471  0.268153931282  0.107950897899
-0.955070870683  0.25294502409  0.101417164734
-0.959739726702  0.237659327941  0.0948526319034
-0.964119985648  0.222301443985  0.0882592751921
-0.968210361776  0.20687599439  0.0816390787499
-0.972009657842  0.191387620885  0.0749940344667
-0.975516765431  0.175840983304  0.0683261413478
-0.97873066527  0.160240758126  0.061637404886
-0.981650427498  0.144591636999  0.0549298364329
-0.984275211918  0.128898325278  0.0482054525686
-0.986604268211  0.113165540548  0.0414662744702
-0.988636936121  0.0973980111461  0.0347143272795
-0.990372645619  0.0816004746828  0.0279516394703
-0.991810917024  0.0657776765649  0.0211802422141
-0.992951361108  0.0499343685119  0.0144021687474
-0.993793679162  0.0340753070754  0.00761945373705
-0.994337663034  0.0182052521577  0.000834132647454
-0.994583195144  0.00232896553103  -0.00595175889299
-0.994530248459  -0.0135487906422  -0.0127361857241
-0.994178886452  -0.0294232552872  -0.0195171137855
-0.993529263017  -0.0452896698924  -0.0262925107471
-0.992581622368  -0.0611432799823  -0.033060346638
-0.991336298901  -0.0769793365875  -0.0398185944741
-0.98979371703  -0.0927930977106  -0.0465652308839
-0.987954390995  -0.108579829787  -0.0532982367321
-0.985818924639  -0.124334809143  -0.060015597741
-0.983388011161  -0.140053323446  -0.0667153051098
-0.980662432835  -0.155730673151  -0.0733953561301
-0.977643060704  -0.171362172938  -0.0800537548001
-0.97433085425  -0.186943153148  -0.0866885124342
-0.970726861024  -0.202468961204  -0.09329764827
-0.966832216266  -0.217934963031  -0.0998791900713
-0.96264814248  -0.233336544464  -0.106431174728
-0.958175948995  -0.248669112649  -0.11295164885
-0.953417031491  -0.263928097433  -0.119438669362
-0.948372871502  -0.279108952748  -0.125890304085
-0.943045035892  -0.294207157981  -0.132304632323
-0.9374351763  -0.309218219333  -0.13867974544
-0.931545028568  -0.324137671176  -0.145013747429
-0.925376412135  -0.338961077386  -0.151304755486
-0.918931229408  -0.353684032675  -0.157550900566
-0.912211465108  -0.368302163904  -0.163750327943
-0.905219185595  -0.382811131391  -0.169901197765
-0.897956538159  -0.397206630195  -0.176001685593
-0.890425750294  -0.411484391403  -0.182049982949
-0.88262912895  -0.425640183386  -0.188044297843
-0.874569059754  -0.439669813055  -0.193982855309
-0.866248006211  -0.453569127097  -0.19986389792
-0.857668508889  -0.467334013195  -0.205685686309
-0.848833184569  -0.480960401237  -0.211446499678
-0.839744725382  -0.494444264509  -0.217144636298
-0.830405897926  -0.507781620869  -0.222778414008
-0.82081954235  -0.520968533908  -0.228346170704
-0.810988571433  -0.534001114096  -0.233846264819
-0.800915969629  -0.546875519909  -0.239277075801
-0.7906047921  -0.55958795894  -0.244637004578
-0.780058163728  -0.572134688993  -0.249924474023
-0.769279278101  -0.584512019156  -0.255137929398
-0.758271396493  -0.596716310865  -0.26027583881
-0.747037846813  -0.60874397894  -0.26533669364
-0.735582022543  -0.62059149261  -0.270319008975
-0.723907381654  -0.632255376514  -0.27522132403
-0.712017445509  -0.643732211687  -0.28004220256
-0.699915797746  -0.655018636527  -0.284780233266
-0.687606083147  -0.666111347739  -0.289434030191
-0.675092006485  -0.677007101263  -0.294002233106
